addr,token,result
0x05288,0x9e670088,"fmov d8, x4"
0x0528c,0x97ffd51b,"bl 0xffffffffffffa6f8"
0x05290,0xb94097a4,"ldr w4, [x29, #0x94]"
0x05294,0xf8357ae0,"str x0, [x23, x21, LSL #0x3]"
0x05298,0x9a9506b5,"cinc x21, x21, ne"
0x0529c,0x6b040294,"subs w20, w20, w4"
0x052a0,0x54fffc01,"b.ne 0x5220"
0x052a4,0xf94002cb,"ldr x11, [x22]"
0x052a8,0x8b150ee0,"add x0, x23, x21, LSL #0x3"
0x052ac,0xd3411d64,"ubfx x4, x11, #0x1, #0x7"
0x052b0,0xf947b426,"ldr x6, [x1, #0xf68]"
0x052b4,0x9e660161,"fmov x1, d11"
0x052b8,0xf85f8005,"ldur x5, [x0, #-0x8]"
0x052bc,0x386468c7,"ldrb w7, [x6, x4, LSL ]"
0x052c0,0xf8616ac2,"ldr x2, [x22, x1, LSL #0x0]"
0x052c4,0x9ba77cea,"umullx10, w7, w7"
0x052c8,0x8b0700e7,"add x7, x7, x7"
0x052cc,0x9a9536b5,"cinc x21, x21, cs"
0x052d0,0x9b0b9d47,"msub x7, x10, x11, x7"
0x052d4,0xcb1302b5,"sub x21, x21, x19"
0x052d8,0x8b0700e6,"add x6, x7, x7"
0x052dc,0x9b077ce7,"mul x7, x7, x7"
0x052e0,0x9a93d2a4,"csel x4, x21, x19, le"
0x052e4,0x9b0b98e6,"msub x6, x7, x11, x6"
0x052e8,0x8b0600c5,"add x5, x6, x6"
0x052ec,0x9b067cc6,"mul x6, x6, x6"
0x052f0,0x9b0b94c5,"msub x5, x6, x11, x5"
0x052f4,0xcb0503e5,"neg x5, x5"
0x052f8,0x97ffd16c,"bl 0xffffffffffff98a8"
0x052fc,0x340003bc,"cbz w28, 0x5370"
0x05300,0x1e27036a,"fmov s10, w27"
0x05304,0x93407f85,"sxtw x5, w28"
0x05308,0x9120c022,"add x2, x1, #0x830"
0x0530c,0x8b05037b,"add x27, x27, x5"
0x05310,0xdac00001,"rbit x1, x0"
0x05314,0x9ac12400,"lsr x0, x0, x1"
0x05318,0x38736842,"ldrb w2, [x2, x19, LSL ]"
0x0531c,0x0b010041,"add w1, w2, w1"
0x05320,0x8b21c339,"add x25, x25, w1, SXTW "
0x05324,0x35fff045,"cbnz w5, 0x512c"
0x05328,0x9e6703eb,"fmov d11, xzr"
0x0532c,0x1e260100,"fmov w0, s8"
0x05330,0x6b190003,"subs w3, w0, w25"
0x05334,0x54000461,"b.ne 0x53c0"
0x05338,0x8b150ee1,"add x1, x23, x21, LSL #0x3"
0x0533c,0xb9800000,"ldrswx0, [x0]"
0x05340,0xcb0202a2,"sub x2, x21, x2"
0x05344,0x97ffd271,"bl 0xffffffffffff9d08"
0x05348,0xf94053a0,"ldr x0, [x29, #0xa0]"
0x0534c,0xb5000560,"cbnz x0, 0x53f8"
0x05350,0xf9479c00,"ldr x0, [x0, #0xf38]"
0x05354,0xfd4043ec,"ldr d12, [sp, #0x80]"
0x05358,0x97ffd046,"bl 0xffffffffffff9470"
0x0535c,0x17ffffd7,"b 0x52b8"
0x05360,0x910283a0,"add x0, x29, #0xa0"
0x05364,0x97ffd29f,"bl 0xffffffffffff9de0"
0x05368,0x97ffcffc,"bl 0xffffffffffff9358"
0x0536c,0x97ffd247,"bl 0xffffffffffff9c88"
0x05370,0xb4fffae0,"cbz x0, 0x52cc"
0x05374,0x97ffcf98,"bl 0xffffffffffff91d4"
0x05378,0x97ffd1ca,"bl 0xffffffffffff9aa0"
0x0537c,0x54000743,"b.cc 0x5464"
0x05380,0x9a829062,"csel x2, x3, x2, ls"
0x05384,0x540005c9,"b.ls 0x543c"
0x05388,0xf1010c3f,"cmp x1, #0x43"
0x0538c,0x54000189,"b.ls 0x53bc"
0x05390,0xf100645f,"cmp x2, #0x19"
0x05394,0x54000669,"b.ls 0x5460"
0x05398,0xf101185f,"cmp x2, #0x46"
0x0539c,0x54000649,"b.ls 0x5464"
0x053a0,0xf10f9c5f,"cmp x2, #0x3e7"
0x053a4,0xeb41105f,"cmp x2, x1, LSR #0x4"
0x053a8,0x540005e8,"b.hi 0x5464"
0x053ac,0x17fffed7,"b 0x4f08"
0x053b0,0x90000266,"adrp x6, 0x51000"
0x053b4,0x9120c0c6,"add x6, x6, #0x830"
0x053b8,0x4b020027,"sub w7, w1, w2"
0x053bc,0x910040c6,"add x6, x6, #0x10"
0x053c0,0x51000841,"sub w1, w2, #0x2"
0x053c4,0xf9477400,"ldr x0, [x0, #0xee8]"
0x053c8,0x53017c89,"lsr w9, w4, #0x1"
0x053cc,0x53017ce8,"lsr w8, w7, #0x1"
0x053d0,0x53017c42,"lsr w2, w2, #0x1"
0x053d4,0xf86158c3,"ldr x3, [x6, w1, UXTW #0x3]"
0x053d8,0x510008e7,"sub w7, w7, #0x2"
0x053dc,0xf8645801,"ldr x1, [x0, w4, UXTW #0x3]"
0x053e0,0xb0000344,"adrp x4, 0x6e000"
0x053e4,0x51000508,"sub w8, w8, #0x1"
0x053e8,0xf86758c6,"ldr x6, [x6, w7, UXTW #0x3]"
0x053ec,0xf947c884,"ldr x4, [x4, #0xf90]"
0x053f0,0x9b017c61,"mul x1, x3, x1"
0x053f4,0xf94004aa,"ldr x10, [x5, #0x8]"
0x053f8,0x38626880,"ldrb w0, [x4, x2, LSL ]"
0x053fc,0x38696883,"ldrb w3, [x4, x9, LSL ]"
0x05400,0x38686882,"ldrb w2, [x4, x8, LSL ]"
0x05404,0x9b067c21,"mul x1, x1, x6"
0x05408,0x9ac02020,"lsl x0, x1, x0"
0x0540c,0xf9000140,"str x0, [x10]"
0x05410,0xb90004a0,"str w0, [x5, #0x4]"
0x05414,0x9a9f1424,"csincx4, x1, xzr, ne"
0x05418,0x17fffc68,"b 0x45b8"
0x0541c,0x17fffcda,"b 0x4784"
0x05420,0x17fffd60,"b 0x49a0"
0x05424,0xb9400455,"ldr w21, [x2, #0x4]"
0x05428,0xb9400434,"ldr w20, [x1, #0x4]"
0x0542c,0xf9479e60,"ldr x0, [x19, #0xf38]"
0x05430,0x93407ea4,"sxtw x4, w21"
0x05434,0xf90037a1,"str x1, [x29, #0x68]"
0x05438,0xb9005ba4,"str w4, [x29, #0x58]"
0x0543c,0x540004a8,"b.hi 0x54d0"
0x05440,0x910163a1,"add x1, x29, #0x58"
0x05444,0x4a1402b4,"eor w20, w21, w20"
0x05448,0x97ffcf6d,"bl 0xffffffffffff91fc"
0x0544c,0x37f80074,"tbnz w20, #0x1f, 0x5458"
0x05450,0xb9405fa0,"ldr w0, [x29, #0x5c]"
0x05454,0x350001c0,"cbnz w0, 0x548c"
0x05458,0xb5000240,"cbnz x0, 0x54a0"
0x0545c,0xb50002a0,"cbnz x0, 0x54b0"
0x05460,0x97ffd16d,"bl 0xffffffffffff9a14"
0x05464,0xb4fffe00,"cbz x0, 0x5424"
0x05468,0x97ffcf1a,"bl 0xffffffffffff90d0"
0x0546c,0x17ffffee,"b 0x5424"
0x05470,0xf90027a2,"str x2, [x29, #0x48]"
0x05474,0x97ffd20e,"bl 0xffffffffffff9cac"
0x05478,0x97ffd146,"bl 0xffffffffffff9990"
0x0547c,0xb40006e2,"cbz x2, 0x5558"
0x05480,0xb4000454,"cbz x20, 0x5508"
0x05484,0xca94fe82,"eor x2, x20, x20, ASR #0x3f"
0x05488,0xcb94fc53,"sub x19, x2, x20, ASR #0x3f"
0x0548c,0x5400058c,"b.gt 0x553c"
0x05490,0xf9400702,"ldr x2, [x24, #0x8]"
0x05494,0x97ffd23b,"bl 0xffffffffffff9d80"
0x05498,0xb4000360,"cbz x0, 0x5504"
0x0549c,0xb7f80354,"tbnz x20, #0x3f, 0x5504"
0x054a0,0xf84084c5,"ldr x5, [x6], #0x8"
0x054a4,0xf81f80c5,"stur x5, [x6, #-0x8]"
0x054a8,0x8b130eb5,"add x21, x21, x19, LSL #0x3"
0x054ac,0xcb0102e1,"sub x1, x23, x1"
0x054b0,0xf85f82a0,"ldur x0, [x21, #-0x8]"
0x054b4,0xb6fffdb4,"tbz x20, #0x3f, 0x5468"
0x054b8,0x97ffcf31,"bl 0xffffffffffff917c"
0x054bc,0x17ffffd3,"b 0x5408"
0x054c0,0x97ffcf06,"bl 0xffffffffffff90d8"
0x054c4,0xb0000354,"adrp x20, 0x6e000"
0x054c8,0xb9400475,"ldr w21, [x3, #0x4]"
0x054cc,0x54000320,"b.eq 0x5530"
0x054d0,0x540002e0,"b.eq 0x552c"
0x054d4,0xb9400444,"ldr w4, [x2, #0x4]"
0x054d8,0x4a0402b5,"eor w21, w21, w4"
0x054dc,0x97ffcef5,"bl 0xffffffffffff90b0"
0x054e0,0x37f80075,"tbnz w21, #0x1f, 0x54ec"
0x054e4,0xb94006c0,"ldr w0, [x22, #0x4]"
0x054e8,0x35000460,"cbnz w0, 0x5574"
0x054ec,0xb50005c0,"cbnz x0, 0x55a4"
0x054f0,0x93407ea3,"sxtw x3, w21"
0x054f4,0xb9005ba3,"str w3, [x29, #0x58]"
0x054f8,0x54000348,"b.hi 0x5560"
0x054fc,0x910163a0,"add x0, x29, #0x58"
0x05500,0x97ffcfd6,"bl 0xffffffffffff9458"
0x05504,0x97ffd0e0,"bl 0xffffffffffff9884"
0x05508,0x97ffcf54,"bl 0xffffffffffff9258"
0x0550c,0x97ffce89,"bl 0xffffffffffff8f30"
0x05510,0x97ffd17d,"bl 0xffffffffffff9b04"
0x05514,0x97ffd0b5,"bl 0xffffffffffff97e8"
0x05518,0xaa0303f7,"mov x23, x3"
0x0551c,0xb4000723,"cbz x3, 0x5600"
0x05520,0xb9800454,"ldrswx20, [x2, #0x4]"
0x05524,0xb4000394,"cbz x20, 0x5594"
0x05528,0xca94fe83,"eor x3, x20, x20, ASR #0x3f"
0x0552c,0xcb94fc73,"sub x19, x3, x20, ASR #0x3f"
0x05530,0xf9400416,"ldr x22, [x0, #0x8]"
0x05534,0x97ffd1aa,"bl 0xffffffffffff9bdc"
0x05538,0xb50002e0,"cbnz x0, 0x5594"
0x0553c,0x8b130ed6,"add x22, x22, x19, LSL #0x3"
0x05540,0xf85f82c1,"ldur x1, [x22, #-0x8]"
0x05544,0xb900043f,"str wzr, [x1, #0x4]"
0x05548,0xb7f800f4,"tbnz x20, #0x3f, 0x5564"
0x0554c,0xaa1603e5,"mov x5, x22"
0x05550,0xf84084a2,"ldr x2, [x5], #0x8"
0x05554,0xf81f80a2,"stur x2, [x5, #-0x8]"
0x05558,0xb4ffffa2,"cbz x2, 0x554c"
0x0555c,0xcb0002e0,"sub x0, x23, x0"
0x05560,0x5a9f03e1,"csetmw1, ne"
0x05564,0x97ffce9f,"bl 0xffffffffffff8fe0"
0x05568,0x97ffce73,"bl 0xffffffffffff8f34"
0x0556c,0x90000353,"adrp x19, 0x6d000"
0x05570,0xb9400457,"ldr w23, [x2, #0x4]"
0x05574,0x97ffd0e2,"bl 0xffffffffffff98fc"
0x05578,0x4a0002e0,"eor w0, w23, w0"
0x0557c,0x37f80060,"tbnz w0, #0x1f, 0x5588"
0x05580,0xb94006a0,"ldr w0, [x21, #0x4]"
0x05584,0x97ffcedc,"bl 0xffffffffffff90f4"
0x05588,0x97ffce11,"bl 0xffffffffffff8dcc"
0x0558c,0x93407ee1,"sxtw x1, w23"
0x05590,0xb9004ba1,"str w1, [x29, #0x48]"
0x05594,0x54000188,"b.hi 0x55c4"
0x05598,0x910003e2,"mov x2, sp"
0x0559c,0xf9002ba2,"str x2, [x29, #0x50]"
0x055a0,0x97ffcf3e,"bl 0xffffffffffff9298"
0x055a4,0x97ffd0f3,"bl 0xffffffffffff9970"
0x055a8,0x97ffd02c,"bl 0xffffffffffff9658"
0x055ac,0xb4000322,"cbz x2, 0x5610"
0x055b0,0xb40000d4,"cbz x20, 0x55c8"
0x055b4,0xcb94fc61,"sub x1, x3, x20, ASR #0x3f"
0x055b8,0x97ffcf17,"bl 0xffffffffffff9214"
0x055bc,0xb50000e0,"cbnz x0, 0x55d8"
0x055c0,0x9a80a260,"csel x0, x19, x0, ge"
0x055c4,0xb90006a1,"str w1, [x21, #0x4]"
0x055c8,0x97ffce0c,"bl 0xffffffffffff8df8"
0x055cc,0xb9800414,"ldrswx20, [x0, #0x4]"
0x055d0,0xb40000f4,"cbz x20, 0x55ec"
0x055d4,0x97ffcef6,"bl 0xffffffffffff91ac"
0x055d8,0x9a80a275,"csel x21, x19, x0, ge"
0x055dc,0x97ffcdef,"bl 0xffffffffffff8d98"
0x055e0,0xb9400437,"ldr w23, [x1, #0x4]"
0x055e4,0x93407ef8,"sxtw x24, w23"
0x055e8,0xd346fc55,"lsr x21, x2, #0x6"
0x055ec,0xca98ff03,"eor x3, x24, x24, ASR #0x3f"
0x055f0,0xcb98fc73,"sub x19, x3, x24, ASR #0x3f"
0x055f4,0x54000c2a,"b.ge 0x5778"
0x055f8,0x37f80a57,"tbnz w23, #0x1f, 0x5740"
0x055fc,0x92800019,"mov x25, #-0x1"
0x05600,0xb5000355,"cbnz x21, 0x5668"
0x05604,0xf2401743,"ands x3, x26, #0x3f"
0x05608,0x8b150c21,"add x1, x1, x21, LSL #0x3"
0x0560c,0x97ffce3a,"bl 0xffffffffffff8ef4"
0x05610,0x8a190000,"and x0, x0, x25"
0x05614,0x8b130ee1,"add x1, x23, x19, LSL #0x3"
0x05618,0xaa140014,"orr x20, x0, x20"
0x0561c,0xb50005b4,"cbnz x20, 0x56d0"
0x05620,0xf8647834,"ldr x20, [x1, x4, LSL #0x3]"
0x05624,0xb4ffff94,"cbz x20, 0x5614"
0x05628,0x54fffc61,"b.ne 0x55b4"
0x0562c,0x97ffd028,"bl 0xffffffffffff96cc"
0x05630,0xb4fffd54,"cbz x20, 0x55d8"
0x05634,0xf90002e0,"str x0, [x23]"
0x05638,0xb50005a0,"cbnz x0, 0x56ec"
0x0563c,0xf90006e0,"str x0, [x23, #0x8]"
0x05640,0xf8617ae0,"ldr x0, [x23, x1, LSL #0x3]"
0x05644,0xb5000400,"cbnz x0, 0x56c4"
0x05648,0x1400001d,"b 0x56bc"
0x0564c,0xb5fffd73,"cbnz x19, 0x55f8"
0x05650,0xf90002f3,"str x19, [x23]"
0x05654,0xb4000078,"cbz x24, 0x5660"
0x05658,0x521f7af7,"eor w23, w23, #0xfffffffe"
0x0565c,0x531f7ee0,"lsr w0, w23, #0x1f"
0x05660,0xd2800019,"mov x25, #0x0"
0x05664,0x54fffa00,"b.eq 0x55a4"
0x05668,0xf8337ae0,"str x0, [x23, x19, LSL #0x3]"
0x0566c,0x8b130013,"add x19, x0, x19"
0x05670,0x97ffcda1,"bl 0xffffffffffff8cf4"
0x05674,0x17ffff9e,"b 0x54ec"
0x05678,0x54000bca,"b.ge 0x57f0"
0x0567c,0x36f809f7,"tbz w23, #0x1f, 0x57b8"
0x05680,0x97ffcdc3,"bl 0xffffffffffff8d8c"
0x05684,0x97ffcfb1,"bl 0xffffffffffff9548"
0x05688,0xb5000480,"cbnz x0, 0x5718"
0x0568c,0xb50003a0,"cbnz x0, 0x5700"
0x05690,0x1400001a,"b 0x56f8"
0x05694,0x131f7ee0,"asr w0, w23, #0x1f"
0x05698,0x54fffa60,"b.eq 0x55e4"
0x0569c,0x17ffffb4,"b 0x556c"
0x056a0,0x17ffffb9,"b 0x5584"
0x056a4,0x97ffcd2d,"bl 0xffffffffffff8b58"
0x056a8,0x17ffffa1,"b 0x552c"
0x056ac,0xb940043b,"ldr w27, [x1, #0x4]"
0x056b0,0x93407f7a,"sxtw x26, w27"
0x056b4,0xb400039a,"cbz x26, 0x5724"
0x056b8,0xca9aff41,"eor x1, x26, x26, ASR #0x3f"
0x056bc,0x4a1b0063,"eor w3, w3, w27"
0x056c0,0xd346fc53,"lsr x19, x2, #0x6"
0x056c4,0x92401457,"and x23, x2, #0x3f"
0x056c8,0xcb9afc36,"sub x22, x1, x26, ASR #0x3f"
0x056cc,0xf9400715,"ldr x21, [x24, #0x8]"
0x056d0,0x37f80d23,"tbnz w3, #0x1f, 0x5874"
0x056d4,0xf8637aa4,"ldr x4, [x21, x3, LSL #0x3]"
0x056d8,0xb5000264,"cbnz x4, 0x5724"
0x056dc,0x9ad72057,"lsl x23, x2, x23"
0x056e0,0xd37df27b,"lsl x27, x19, #0x3"
0x056e4,0xea0002ff,"tst x23, x0"
0x056e8,0x540001a1,"b.ne 0x571c"
0x056ec,0x54000e0a,"b.ge 0x58ac"
0x056f0,0xf9400734,"ldr x20, [x25, #0x8]"
0x056f4,0x9a93a6d6,"csincx22, x22, x19, ge"
0x056f8,0xf10026df,"cmp x22, #0x9"
0x056fc,0x54000c29,"b.ls 0x5880"
0x05700,0x91004280,"add x0, x20, #0x10"
0x05704,0x34000b20,"cbz w0, 0x5868"
0x05708,0xd3430ea1,"ubfx x1, x21, #0x3, #0x1"
0x0570c,0xeb16003f,"cmp x1, x22"
0x05710,0x9a969021,"csel x1, x1, x22, ls"
0x05714,0xb4000a41,"cbz x1, 0x585c"
0x05718,0x91002286,"add x6, x20, #0x8"
0x0571c,0x910022a7,"add x7, x21, #0x8"
0x05720,0xf9000280,"str x0, [x20]"
0x05724,0xcb0102c5,"sub x5, x22, x1"
0x05728,0xd10008a0,"sub x0, x5, #0x2"
0x0572c,0x8b0102b5,"add x21, x21, x1"
0x05730,0x8b000004,"add x4, x0, x0"
0x05734,0x3ce26aa0,"ldr q0, [x21, x2]"
0x05738,0xf86478e0,"ldr x0, [x7, x4, LSL #0x3]"
0x0573c,0xf82478c0,"str x0, [x6, x4, LSL #0x3]"
0x05740,0x540000ec,"b.gt 0x575c"
0x05744,0xcb160042,"sub x2, x2, x22"
0x05748,0x97ffce16,"bl 0xffffffffffff8fa0"
0x0574c,0xf8408441,"ldr x1, [x2], #0x8"
0x05750,0xf81f8041,"stur x1, [x2, #-0x8]"
0x05754,0xb4ffffa1,"cbz x1, 0x5748"
0x05758,0xcb1a03fa,"neg x26, x26"
0x0575c,0xf87b6a82,"ldr x2, [x20, x27, LSL #0x0]"
0x05760,0x8a170042,"and x2, x2, x23"
0x05764,0xf83b6a82,"str x2, [x20, x27, LSL #0x0]"
0x05768,0x14000019,"b 0x57cc"
0x0576c,0xf8737a81,"ldr x1, [x20, x19, LSL #0x3]"
0x05770,0xb50002e1,"cbnz x1, 0x57cc"
0x05774,0x9a93a6c2,"csincx2, x22, x19, ge"
0x05778,0xf9400414,"ldr x20, [x0, #0x8]"
0x0577c,0x5400038a,"b.ge 0x57ec"
0x05780,0xeb1f035f,"cmp x26, xzr"
0x05784,0xaa1403e6,"mov x6, x20"
0x05788,0x97ffcc84,"bl 0xffffffffffff8998"
0x0578c,0x54ffef8a,"b.ge 0x557c"
0x05790,0x97ffcc76,"bl 0xffffffffffff8968"
0x05794,0x90000342,"adrp x2, 0x6d000"
0x05798,0x90000357,"adrp x23, 0x6d000"
0x0579c,0xb40003a0,"cbz x0, 0x5810"
0x057a0,0x90000356,"adrp x22, 0x6d000"
0x057a4,0x36fffe94,"tbz w20, #0x1f, 0x5774"
0x057a8,0xb5fffde0,"cbnz x0, 0x5764"
0x057ac,0x97ffcdf2,"bl 0xffffffffffff8f74"
0x057b0,0xb9800416,"ldrswx22, [x0, #0x4]"
0x057b4,0x12001435,"and w21, w1, #0x3f"
0x057b8,0xd346fc33,"lsr x19, x1, #0x6"
0x057bc,0x9ad52075,"lsl x21, x3, x21"
0x057c0,0xb7f80236,"tbnz x22, #0x3f, 0x5804"
0x057c4,0xf8737a83,"ldr x3, [x20, x19, LSL #0x3]"
0x057c8,0x8b130e81,"add x1, x20, x19, LSL #0x3"
0x057cc,0x8a350063,"bic x3, x3, x21"
0x057d0,0xf8337a83,"str x3, [x20, x19, LSL #0x3]"
0x057d4,0x9a931660,"cinc x0, x19, eq"
0x057d8,0x5400028b,"b.lt 0x5828"
0x057dc,0x5400086a,"b.ge 0x58e8"
0x057e0,0x2a3303e0,"mvn w0, w19"
0x057e4,0x8b1302c2,"add x2, x22, x19"
0x057e8,0x8b180e80,"add x0, x20, x24, LSL #0x3"
0x057ec,0x97ffcd41,"bl 0xffffffffffff8cf0"
0x057f0,0xf8337a95,"str x21, [x20, x19, LSL #0x3]"
0x057f4,0xf8637a81,"ldr x1, [x20, x3, LSL #0x3]"
0x057f8,0x5400032c,"b.gt 0x585c"
0x057fc,0xd37df279,"lsl x25, x19, #0x3"
0x05800,0xaa150063,"orr x3, x3, x21"
0x05804,0xb5fffaa3,"cbnz x3, 0x5758"
0x05808,0xb98002e0,"ldrswx0, [x23]"
0x0580c,0x5400048a,"b.ge 0x589c"
0x05810,0x91002339,"add x25, x25, #0x8"
0x05814,0xf8387a9f,"str xzr, [x20, x24, LSL #0x3]"
0x05818,0x8b190294,"add x20, x20, x25"
0x0581c,0xf8408681,"ldr x1, [x20], #0x8"
0x05820,0x4b1803f8,"neg w24, w24"
0x05824,0xb90006f8,"str w24, [x23, #0x4]"
0x05828,0xb4000173,"cbz x19, 0x5854"
0x0582c,0x17fffffc,"b 0x581c"
0x05830,0xb90006f3,"str w19, [x23, #0x4]"
0x05834,0x17ffffb3,"b 0x5700"
0x05838,0x97ffcbb2,"bl 0xffffffffffff8700"
0x0583c,0xcb160021,"sub x1, x1, x22"
0x05840,0x97ffcbac,"bl 0xffffffffffff86f0"
0x05844,0xb9800406,"ldrswx6, [x0, #0x4]"
0x05848,0xb9800422,"ldrswx2, [x1, #0x4]"
0x0584c,0xeb0200c2,"subs x2, x6, x2"
0x05850,0xca86fcc3,"eor x3, x6, x6, ASR #0x3f"
0x05854,0xcb86fc62,"sub x2, x3, x6, ASR #0x3f"
0x05858,0xf86278a1,"ldr x1, [x5, x2, LSL #0x3]"
0x0585c,0xf8627883,"ldr x3, [x4, x2, LSL #0x3]"
0x05860,0xd37ffcc6,"lsr x6, x6, #0x3f"
0x05864,0x4b0603e1,"neg w1, w6"
0x05868,0x4a010000,"eor w0, w0, w1"
0x0586c,0x0b060000,"add w0, w0, w6"
0x05870,0x5a9f3000,"csinvw0, w0, wzr, cc"
0x05874,0xf9002fa0,"str x0, [x29, #0x58]"
0x05878,0x540004a0,"b.eq 0x590c"
0x0587c,0xb94006b4,"ldr w20, [x21, #0x4]"
0x05880,0x93407e96,"sxtw x22, w20"
0x05884,0x54000420,"b.eq 0x5908"
0x05888,0x5400068b,"b.lt 0x5958"
0x0588c,0x54000724,"b.mi 0x5970"
0x05890,0x12800014,"mov w20, #0xffffffff"
0x05894,0x52800037,"mov w23, #0x1"
0x05898,0x1e6e1001,"fmov d1, 0x3ff0000000000000"
0x0589c,0x1e612010,"fcmped0, d1"
0x058a0,0x54000564,"b.mi 0x594c"
0x058a4,0x910123b8,"add x24, x29, #0x48"
0x058a8,0x97ffcf9c,"bl 0xffffffffffff9718"
0x058ac,0xeb16001f,"cmp x0, x22"
0x058b0,0x54000600,"b.eq 0x5970"
0x058b4,0x1a9fa7e0,"cset w0, lt"
0x058b8,0x4b0003f4,"neg w20, w0"
0x058bc,0x4a170294,"eor w20, w20, w23"
0x058c0,0x0b000294,"add w20, w20, w0"
0x058c4,0x2a1403e0,"mov w0, w20"
0x058c8,0xb5000701,"cbnz x1, 0x59a8"
0x058cc,0xb5000642,"cbnz x2, 0x5994"
0x058d0,0x52800034,"mov w20, #0x1"
0x058d4,0x5a9f4294,"csinvw20, w20, wzr, mi"
0x058d8,0xf85f0022,"ldur x2, [x1, #-0x10]"
0x058dc,0x54000341,"b.ne 0x5944"
0x058e0,0xf1000ed6,"subs x22, x22, #0x3"
0x058e4,0x540000a5,"b.pl 0x58f8"
0x058e8,0x14000022,"b 0x5970"
0x058ec,0xf8767801,"ldr x1, [x0, x22, LSL #0x3]"
0x058f0,0x2a1703f4,"mov w20, w23"
0x058f4,0x17ffffe0,"b 0x5874"
0x058f8,0x5400026a,"b.ge 0x5944"
0x058fc,0xcb1603f6,"neg x22, x22"
0x05900,0x12800017,"mov w23, #0xffffffff"
0x05904,0xf9402ba2,"ldr x2, [x29, #0x50]"
0x05908,0x8b160c01,"add x1, x0, x22, LSL #0x3"
0x0590c,0x1a9f27e0,"cset w0, cc"
0x05910,0x17ffffcc,"b 0x5840"
0x05914,0x1a9f1294,"csel w20, w20, wzr, ne"
0x05918,0x17ffffc6,"b 0x5830"
0x0591c,0x52800014,"mov w20, #0x0"
0x05920,0x17ffffc4,"b 0x5830"
0x05924,0x97ffccfe,"bl 0xffffffffffff8d1c"
0x05928,0x97ffcb6d,"bl 0xffffffffffff86dc"
0x0592c,0xb9400400,"ldr w0, [x0, #0x4]"
0x05930,0xd37ffc23,"lsr x3, x1, #0x3f"
0x05934,0x1a9fd7e2,"cset w2, gt"
0x05938,0x4b030042,"sub w2, w2, w3"
0x0593c,0x93407c03,"sxtw x3, w0"
0x05940,0xeb22c07f,"cmp x3, w2, SXTW "
0x05944,0xb4000143,"cbz x3, 0x596c"
0x05948,0xf9400482,"ldr x2, [x4, #0x8]"
0x0594c,0x5a803400,"cneg w0, w0, cs"
0x05950,0x1a9f1000,"csel w0, w0, wzr, ne"
0x05954,0xb40000e2,"cbz x2, 0x5970"
0x05958,0x5a9fc000,"csinvw0, w0, wzr, gt"
0x0595c,0x5a9f93e0,"csetmw0, hi"
0x05960,0x1a822000,"csel w0, w0, w2, cs"
0x05964,0xb9800423,"ldrswx3, [x1, #0x4]"
0x05968,0xcb82fc82,"sub x2, x4, x2, ASR #0x3f"
0x0596c,0xeb23c043,"subs x3, x2, w3, SXTW "
0x05970,0xf9400404,"ldr x4, [x0, #0x8]"
0x05974,0xf8627880,"ldr x0, [x4, x2, LSL #0x3]"
0x05978,0xf8627861,"ldr x1, [x3, x2, LSL #0x3]"
0x0597c,0x54000101,"b.ne 0x599c"
0x05980,0x2a0303e0,"mov w0, w3"
0x05984,0xf0000333,"adrp x19, 0x6c000"
0x05988,0xb98006a1,"ldrswx1, [x21, #0x4]"
0x0598c,0xb4000201,"cbz x1, 0x59cc"
0x05990,0x5400048b,"b.lt 0x5a20"
0x05994,0x54000284,"b.mi 0x59e4"
0x05998,0x9100e3b6,"add x22, x29, #0x38"
0x0599c,0xca81fc22,"eor x2, x1, x1, ASR #0x3f"
0x059a0,0xcb81fc54,"sub x20, x2, x1, ASR #0x3f"
0x059a4,0x93407c01,"sxtw x1, w0"
0x059a8,0xf94023a3,"ldr x3, [x29, #0x40]"
0x059ac,0x8b010c02,"add x2, x0, x1, LSL #0x3"
0x059b0,0xf85f8044,"ldur x4, [x2, #-0x8]"
0x059b4,0x54ffff03,"b.cc 0x5994"
0x059b8,0xb50004c1,"cbnz x1, 0x5a50"
0x059bc,0x54fffba5,"b.pl 0x5930"
0x059c0,0xb4fffda2,"cbz x2, 0x5974"
0x059c4,0x97ffcae9,"bl 0xffffffffffff8568"
0x059c8,0xf85f0043,"ldur x3, [x2, #-0x10]"
0x059cc,0xf94002c2,"ldr x2, [x22]"
0x059d0,0x54fffc81,"b.ne 0x5960"
0x059d4,0xf1000c21,"subs x1, x1, #0x3"
0x059d8,0xf8617802,"ldr x2, [x0, x1, LSL #0x3]"
0x059dc,0x97ffcc63,"bl 0xffffffffffff8b68"
0x059e0,0xb40001a2,"cbz x2, 0x5a14"
0x059e4,0x5a9f93e3,"csetmw3, hi"
0x059e8,0x1a802060,"csel w0, w3, w0, cs"
0x059ec,0xb9400436,"ldr w22, [x1, #0x4]"
0x059f0,0x93407ed3,"sxtw x19, w22"
0x059f4,0x54001c40,"b.eq 0x5d7c"
0x059f8,0x5400242a,"b.ge 0x5e7c"
0x059fc,0xf9000060,"str x0, [x3]"
0x05a00,0xb4000700,"cbz x0, 0x5ae0"
0x05a04,0x91006061,"add x1, x3, #0x18"
0x05a08,0x91002080,"add x0, x4, #0x8"
0x05a0c,0x91006085,"add x5, x4, #0x18"
